,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc,split0_train_auprc,split1_train_auprc,split2_train_auprc,split3_train_auprc,split4_train_auprc,mean_train_auprc,std_train_auprc
0,0.025055122375488282,0.002672403623229754,0.018555593490600587,0.002825320293092444,True,balanced,,1,2,5,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 5, 'random_state': 42}",0.16985321597952246,0.19039390402232703,0.28535845511484037,0.3200814409529483,0.3343055531624449,0.2599985138464166,0.06744716047249921,134,0.37255392412283367,0.44806239133673265,0.504232325667426,0.4028394825989238,0.3730285512903368,0.4201433350032506,0.05026810169036115,0.1951219512195122,0.21621621621621623,0.3125,0.3,0.3,0.2647676334871457,0.04892602434420707,135,0.35121951219512193,0.45390070921985815,0.5,0.37755102040816324,0.3474178403755869,0.40601781643974605,0.0606178060752039,0.2991704374057315,0.27376889123033366,0.40765478446473924,0.5184215106160808,0.40455745754036876,0.3807146162514508,0.08757200888817752,187,0.5099684347972162,0.5318651766697268,0.6112617290618945,0.5953378296853843,0.5388969762156361,0.5574660292859716,0.03894736306529636
1,0.07259163856506348,0.0033916510568649237,0.021224451065063477,0.001080131920196905,True,balanced,,1,2,20,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20, 'random_state': 42}",0.20886136350171677,0.26587802259962884,0.259285933523903,0.2948540641713449,0.2311182963374069,0.2519995360268001,0.029594400349725963,145,0.43167464015389123,0.45111573137361705,0.4660313985007323,0.40122878750424945,0.3751146680372057,0.42503304511393913,0.0330568278512845,0.23529411764705882,0.2727272727272727,0.2857142857142857,0.2727272727272727,0.23529411764705882,0.26035141329258976,0.02100159623032675,145,0.41081081081081083,0.4378698224852071,0.45569620253164556,0.36199095022624433,0.34545454545454546,0.40236446630169065,0.04253235247128767,0.35686274509803917,0.39682134950754494,0.41411570549906435,0.5008016123720895,0.4326859988585652,0.42025748226706056,0.04742929761309982,169,0.6187841663882185,0.6333819098131852,0.6520968503495455,0.5985232893337882,0.58159875182816,0.6168769935425795,0.024891366694140545
2,0.023070049285888673,0.002426560897321234,0.0156984806060791,0.000793135264265521,True,balanced,,1,5,5,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 5, 'random_state': 42}",0.16985321597952246,0.19039390402232703,0.28535845511484037,0.3155874229823626,0.3343055531624449,0.25909971025229944,0.06666592342231069,138,0.3710610867490891,0.4452239942339637,0.501242351339605,0.40118512468076023,0.37160384470917057,0.4180632803425177,0.04961656927184157,0.1951219512195122,0.21621621621621623,0.3125,0.29508196721311475,0.3,0.26378402692976866,0.048252629069314906,137,0.34951456310679613,0.4507042253521127,0.496551724137931,0.3756345177664975,0.34579439252336447,0.40363988457734035,0.05984582533237059,0.2991704374057315,0.32859354479195674,0.4075395151187006,0.5101797523743224,0.4455687228597103,0.3982103945100843,0.07684061390155511,180,0.5350534768558668,0.5536597072388296,0.6032727497091535,0.5940623557778004,0.534202049187748,0.5640500677538797,0.029253452103500225
3,0.0671872615814209,0.0015980388847693188,0.021374940872192383,0.0028782771811518685,True,balanced,,1,5,20,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20, 'random_state': 42}",0.20886136350171677,0.26587802259962884,0.259285933523903,0.2948540641713449,0.32061837947501637,0.269899552654322,0.03754892592119361,122,0.43167464015389123,0.45111573137361705,0.46357213540812786,0.40122878750424945,0.37374021031160165,0.4242663009502975,0.03287654752934103,0.23529411764705882,0.2727272727272727,0.2857142857142857,0.2727272727272727,0.3018867924528302,0.273669948253744,0.02198061878322957,122,0.41081081081081083,0.4378698224852071,0.4528301886792453,0.36199095022624433,0.3438914027149321,0.401478634983288,0.042246790808925704,0.35686274509803917,0.3970693653805608,0.41314842895634024,0.545260056685396,0.5856242488801486,0.459592969000097,0.08926648714170458,126,0.613897673380701,0.6288193676000557,0.6487382962537934,0.5981720068148223,0.575272314882603,0.6129799317863951,0.0251854307901976
4,0.0235382080078125,0.0029409410424853714,0.01593947410583496,0.0009064455521343036,True,balanced,,1,10,5,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 5, 'random_state': 42}",0.17462889224708816,0.1796297062445665,0.29534133212917885,0.2987877465740012,0.2885158228504979,0.2473807000090665,0.057477000077914536,154,0.3739952183665279,0.43696537981307754,0.5009212371036509,0.38848853818230533,0.34757116302686963,0.40958830729848633,0.054128370724316595,0.2,0.20512820512820512,0.3225806451612903,0.27692307692307694,0.26666666666666666,0.2542597187758478,0.046245717327300075,151,0.35714285714285715,0.4413793103448276,0.5037037037037037,0.36097560975609755,0.32286995515695066,0.3972142872208873,0.06593418848111698,0.30171171707549416,0.37959023288300014,0.4047288111353556,0.47925554837319545,0.4851217130395624,0.41008160450132153,0.06799773678717835,175,0.5083995906696958,0.5756006887006285,0.5854390696745144,0.5768797513446008,0.5478726445709218,0.5588383489920723,0.028207735062324005
5,0.06849551200866699,0.002537458101601532,0.01930837631225586,0.001102694659842898,True,balanced,,1,10,20,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 20, 'random_state': 42}",0.20886136350171677,0.20650182246444526,0.2674074063759908,0.2836154007963063,0.31559615239291616,0.2563964291062751,0.04269842037238469,141,0.43167464015389123,0.43946982929970513,0.45392996153637244,0.4073731555813331,0.3765003224546955,0.42178958180519954,0.027211247295460025,0.23529411764705882,0.2222222222222222,0.29411764705882354,0.2608695652173913,0.2962962962962963,0.26175996968835846,0.03001414586314629,141,0.41081081081081083,0.42857142857142855,0.445859872611465,0.36444444444444446,0.3470319634703196,0.3993437039816937,0.03769346065113871,0.3648450102932739,0.39392449914748506,0.40963146711027665,0.4953727644904115,0.5857096961361775,0.44989668743552497,0.08062407646717921,155,0.6127152638115364,0.6241087766218268,0.6406499693471472,0.6037505226936267,0.568750127152188,0.6099949319252651,0.024026896197588812
6,0.024393892288208006,0.004152347887362994,0.01531062126159668,2.7609489117764604e-05,True,balanced,,4,2,5,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 5, 'random_state': 42}",0.1796297062445665,0.15265932274212057,0.35213194082650295,0.28727214673821544,0.2804758616946658,0.25043379564921425,0.07372268199735822,147,0.3677046391522445,0.4090209583770756,0.4663470339680204,0.35863646240588004,0.3345892494205647,0.38725966866475703,0.0462692668186729,0.20512820512820512,0.17777777777777778,0.375,0.2647058823529412,0.25806451612903225,0.25613527627759125,0.06774602376360488,147,0.3541666666666667,0.41333333333333333,0.46808510638297873,0.34,0.3125,0.3776170212765958,0.05597377109100639,0.30610490474105273,0.38714978896417307,0.42088231780307483,0.527229143405614,0.4665341499250261,0.4215800609677881,0.07443526169133223,165,0.5050516511554664,0.5655077693754178,0.6000076049618632,0.5497726295780404,0.5362798526690776,0.5513239015479731,0.03143608147470093
7,0.07024645805358887,0.007115913967620797,0.0191042423248291,0.0003987157949138708,True,balanced,,4,2,20,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 20, 'random_state': 42}",0.20886136350171677,0.18124565817481145,0.3043329834331184,0.2948540641713449,0.32061837947501637,0.2619824897512016,0.05595098267353766,127,0.42790734630984156,0.424713378080161,0.4514996620309506,0.3935965418321241,0.3619552187506515,0.41193442940074576,0.03104204521195128,0.23529411764705882,0.19607843137254902,0.32432432432432434,0.2727272727272727,0.3018867924528302,0.266062187704807,0.04597108332991826,130,0.40641711229946526,0.4114285714285714,0.4430379746835443,0.3577981651376147,0.334841628959276,0.3907046905016943,0.03903499232511657,0.36507816722620245,0.39868666799594094,0.43465792893037475,0.5037370735691764,0.5756213545956693,0.45555623846347276,0.07562300409880601,151,0.5957033218230419,0.6197089643511732,0.6317371030520834,0.5951888887396588,0.5648521247500865,0.6014380805432087,0.02307521604314816
8,0.021303892135620117,0.001572438452600562,0.01469573974609375,0.000491683360987813,True,balanced,,4,5,5,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 5, 'random_state': 42}",0.1796297062445665,0.15265932274212057,0.35213194082650295,0.28727214673821544,0.2804758616946658,0.25043379564921425,0.07372268199735822,147,0.3677046391522445,0.4090209583770756,0.4663470339680204,0.35863646240588004,0.3345892494205647,0.38725966866475703,0.0462692668186729,0.20512820512820512,0.17777777777777778,0.375,0.2647058823529412,0.25806451612903225,0.25613527627759125,0.06774602376360488,147,0.3541666666666667,0.41333333333333333,0.46808510638297873,0.34,0.3125,0.3776170212765958,0.05597377109100639,0.30610490474105273,0.38714978896417307,0.42088231780307483,0.527229143405614,0.4665341499250261,0.4215800609677881,0.07443526169133223,165,0.5050516511554664,0.5655077693754178,0.6000076049618632,0.5497726295780404,0.5362798526690776,0.5513239015479731,0.03143608147470093
9,0.06687564849853515,0.0023804588962677876,0.01970539093017578,0.0009593546334059146,True,balanced,,4,5,20,42,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 20, 'random_state': 42}",0.20886136350171677,0.18124565817481145,0.3043329834331184,0.2948540641713449,0.32061837947501637,0.2619824897512016,0.05595098267353766,127,0.42790734630984156,0.424713378080161,0.4514996620309506,0.3935965418321241,0.3619552187506515,0.41193442940074576,0.03104204521195128,0.23529411764705882,0.19607843137254902,0.32432432432432434,0.2727272727272727,0.3018867924528302,0.266062187704807,0.04597108332991826,130,0.40641711229946526,0.4114285714285714,0.4430379746835443,0.3577981651376147,0.334841628959276,0.3907046905016943,0.03903499232511657,0.36507816722620245,0.39868666799594094,0.43465792893037475,0.5037370735691764,0.5756213545956693,0.45555623846347276,0.07562300409880601,151,0.5957033218230419,0.6197089643511732,0.6317371030520834,0.5951888887396588,0.5648521247500865,0.6014380805432087,0.02307521604314816
